"Station","Date","Daily Rainfall (mm)"
"Kinneret Kvuza 09/1977-08/2023","22/12/1992","0.4"
"Kinneret Kvuza 09/1977-08/2023","23/12/1992","33.2"
"Kinneret Kvuza 09/1977-08/2023","24/12/1992","2.1"
"Kinneret Kvuza 09/1977-08/2023","25/12/1992","0.1"
"Kinneret Kvuza 09/1977-08/2023","26/12/1992","0.7"
"Kinneret Kvuza 09/1977-08/2023","07/01/1993","1.4"
"Kinneret Kvuza 09/1977-08/2023","08/01/1993","10.2"
"Kinneret Kvuza 09/1977-08/2023","09/01/1993","8.6"
"Kinneret Kvuza 09/1977-08/2023","10/01/1993","21.4"
"Kinneret Kvuza 09/1977-08/2023","11/01/1993","0.1"
"Kinneret Kvuza 09/1977-08/2023","12/01/1993","0"
"Kinneret Kvuza 09/1977-08/2023","28/01/1993","0.6"
"Kinneret Kvuza 09/1977-08/2023","31/01/1993","10.8"
"Kinneret Kvuza 09/1977-08/2023","01/02/1993","5.5"
"Kinneret Kvuza 09/1977-08/2023","02/02/1993","8"
"Kinneret Kvuza 09/1977-08/2023","03/02/1993","3.4"
"Kinneret Kvuza 09/1977-08/2023","04/02/1993","0"
"Kinneret Kvuza 09/1977-08/2023","08/02/1993","16.5"
"Kinneret Kvuza 09/1977-08/2023","09/02/1993","6.1"
"Kinneret Kvuza 09/1977-08/2023","10/02/1993","1.8"
"Kinneret Kvuza 09/1977-08/2023","11/02/1993","6"
"Kinneret Kvuza 09/1977-08/2023","12/02/1993","1.5"
"Kinneret Kvuza 09/1977-08/2023","13/02/1993","5"
"Kinneret Kvuza 09/1977-08/2023","15/02/1993","0.5"
"Kinneret Kvuza 09/1977-08/2023","20/02/1993","3.8"
"Kinneret Kvuza 09/1977-08/2023","22/02/1993","0.2"
"Kinneret Kvuza 09/1977-08/2023","24/02/1993","0"
"Kinneret Kvuza 09/1977-08/2023","05/03/1993","4.6"
"Kinneret Kvuza 09/1977-08/2023","06/03/1993","9"
"Kinneret Kvuza 09/1977-08/2023","07/03/1993","4"
"Kinneret Kvuza 09/1977-08/2023","10/03/1993","0.2"
"Kinneret Kvuza 09/1977-08/2023","11/03/1993","6.6"
"Kinneret Kvuza 09/1977-08/2023","14/03/1993","0"
"Kinneret Kvuza 09/1977-08/2023","15/03/1993","2"
"Kinneret Kvuza 09/1977-08/2023","17/03/1993","12.3"
"Kinneret Kvuza 09/1977-08/2023","18/03/1993","0.1"
"Kinneret Kvuza 09/1977-08/2023","21/03/1993","1.6"
"Kinneret Kvuza 09/1977-08/2023","31/03/1993","0"
"Kinneret Kvuza 09/1977-08/2023","23/04/1993","0"
"Kinneret Kvuza 09/1977-08/2023","24/04/1993","0"
"Kinneret Kvuza 09/1977-08/2023","26/04/1993","0"
"Kinneret Kvuza 09/1977-08/2023","01/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","03/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","04/05/1993","2.5"
"Kinneret Kvuza 09/1977-08/2023","05/05/1993","3.6"
"Kinneret Kvuza 09/1977-08/2023","09/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","12/05/1993","3.3"
"Kinneret Kvuza 09/1977-08/2023","13/05/1993","0.7"
"Kinneret Kvuza 09/1977-08/2023","14/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","18/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","30/05/1993","0"
"Kinneret Kvuza 09/1977-08/2023","07/06/1993","0"
"Kinneret Kvuza 09/1977-08/2023","24/09/1993","0"
"Kinneret Kvuza 09/1977-08/2023","06/10/1993","0"
"Kinneret Kvuza 09/1977-08/2023","16/10/1993","0.8"
"Kinneret Kvuza 09/1977-08/2023","17/10/1993","0.4"
"Kinneret Kvuza 09/1977-08/2023","21/10/1993","0"
"Kinneret Kvuza 09/1977-08/2023","28/10/1993","0"
"Kinneret Kvuza 09/1977-08/2023","31/10/1993","3.1"
"Kinneret Kvuza 09/1977-08/2023","01/11/1993","0.5"
"Kinneret Kvuza 09/1977-08/2023","02/11/1993","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/11/1993","0.2"
"Kinneret Kvuza 09/1977-08/2023","11/11/1993","3.4"
"Kinneret Kvuza 09/1977-08/2023","14/11/1993","1.5"
"Kinneret Kvuza 09/1977-08/2023","15/11/1993","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/11/1993","0"
"Kinneret Kvuza 09/1977-08/2023","24/11/1993","0.5"
"Kinneret Kvuza 09/1977-08/2023","25/11/1993","3.7"
"Kinneret Kvuza 09/1977-08/2023","26/11/1993","0.1"
"Kinneret Kvuza 09/1977-08/2023","08/12/1993","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/12/1993","3.6"
"Kinneret Kvuza 09/1977-08/2023","14/12/1993","0.2"
"Kinneret Kvuza 09/1977-08/2023","20/12/1993","0"
"Kinneret Kvuza 09/1977-08/2023","31/12/1993","0"
"Kinneret Kvuza 09/1977-08/2023","01/01/1994","1.6"
"Kinneret Kvuza 09/1977-08/2023","02/01/1994","2"
"Kinneret Kvuza 09/1977-08/2023","03/01/1994","27.5"
"Kinneret Kvuza 09/1977-08/2023","04/01/1994","24.1"
"Kinneret Kvuza 09/1977-08/2023","10/01/1994","0"
"Kinneret Kvuza 09/1977-08/2023","13/01/1994","0"
"Kinneret Kvuza 09/1977-08/2023","14/01/1994","3.7"
"Kinneret Kvuza 09/1977-08/2023","15/01/1994","17.3"
"Kinneret Kvuza 09/1977-08/2023","16/01/1994","2.5"
"Kinneret Kvuza 09/1977-08/2023","22/01/1994","1.6"
"Kinneret Kvuza 09/1977-08/2023","24/01/1994","9"
"Kinneret Kvuza 09/1977-08/2023","25/01/1994","0.1"
"Kinneret Kvuza 09/1977-08/2023","27/01/1994","0"
"Kinneret Kvuza 09/1977-08/2023","28/01/1994","2.5"
"Kinneret Kvuza 09/1977-08/2023","29/01/1994","0.1"
"Kinneret Kvuza 09/1977-08/2023","30/01/1994","0"
"Kinneret Kvuza 09/1977-08/2023","31/01/1994","6.5"
"Kinneret Kvuza 09/1977-08/2023","01/02/1994","1"
"Kinneret Kvuza 09/1977-08/2023","02/02/1994","0.6"
"Kinneret Kvuza 09/1977-08/2023","08/02/1994","0"
"Kinneret Kvuza 09/1977-08/2023","11/02/1994","7.1"
"Kinneret Kvuza 09/1977-08/2023","12/02/1994","4.5"
"Kinneret Kvuza 09/1977-08/2023","13/02/1994","3"
"Kinneret Kvuza 09/1977-08/2023","21/02/1994","1.1"
"Kinneret Kvuza 09/1977-08/2023","22/02/1994","13.7"
"Kinneret Kvuza 09/1977-08/2023","23/02/1994","8.4"
"Kinneret Kvuza 09/1977-08/2023","24/02/1994","14.1"
"Kinneret Kvuza 09/1977-08/2023","26/02/1994","6.4"
"Kinneret Kvuza 09/1977-08/2023","27/02/1994","15.7"
"Kinneret Kvuza 09/1977-08/2023","05/03/1994","5.3"
"Kinneret Kvuza 09/1977-08/2023","06/03/1994","6.9"
"Kinneret Kvuza 09/1977-08/2023","07/03/1994","0"
"Kinneret Kvuza 09/1977-08/2023","10/03/1994","1"
"Kinneret Kvuza 09/1977-08/2023","11/03/1994","4.1"
"Kinneret Kvuza 09/1977-08/2023","12/03/1994","27.2"
"Kinneret Kvuza 09/1977-08/2023","13/03/1994","8.3"
"Kinneret Kvuza 09/1977-08/2023","14/03/1994","1.6"
"Kinneret Kvuza 09/1977-08/2023","18/03/1994","0"
"Kinneret Kvuza 09/1977-08/2023","19/03/1994","0"
"Kinneret Kvuza 09/1977-08/2023","20/03/1994","0"
"Kinneret Kvuza 09/1977-08/2023","24/03/1994","0.6"
"Kinneret Kvuza 09/1977-08/2023","25/03/1994","0.1"
"Kinneret Kvuza 09/1977-08/2023","31/03/1994","6.5"
"Kinneret Kvuza 09/1977-08/2023","01/04/1994","1.1"
"Kinneret Kvuza 09/1977-08/2023","21/04/1994","0"
"Kinneret Kvuza 09/1977-08/2023","02/05/1994","0"
"Kinneret Kvuza 09/1977-08/2023","03/05/1994","0"
"Kinneret Kvuza 09/1977-08/2023","23/09/1994","0"
"Kinneret Kvuza 09/1977-08/2023","28/09/1994","0.2"
"Kinneret Kvuza 09/1977-08/2023","09/10/1994","1.8"
"Kinneret Kvuza 09/1977-08/2023","10/10/1994","1.1"
"Kinneret Kvuza 09/1977-08/2023","11/10/1994","0.4"
"Kinneret Kvuza 09/1977-08/2023","16/10/1994","5.1"
"Kinneret Kvuza 09/1977-08/2023","17/10/1994","0.1"
"Kinneret Kvuza 09/1977-08/2023","02/11/1994","0"
"Kinneret Kvuza 09/1977-08/2023","03/11/1994","6.1"
"Kinneret Kvuza 09/1977-08/2023","04/11/1994","0.7"
"Kinneret Kvuza 09/1977-08/2023","05/11/1994","6.1"
"Kinneret Kvuza 09/1977-08/2023","06/11/1994","5.6"
"Kinneret Kvuza 09/1977-08/2023","07/11/1994","0.2"
"Kinneret Kvuza 09/1977-08/2023","13/11/1994","2.6"
"Kinneret Kvuza 09/1977-08/2023","14/11/1994","7.7"
"Kinneret Kvuza 09/1977-08/2023","15/11/1994","26.8"
"Kinneret Kvuza 09/1977-08/2023","16/11/1994","2.1"
"Kinneret Kvuza 09/1977-08/2023","17/11/1994","3"
"Kinneret Kvuza 09/1977-08/2023","20/11/1994","1.2"
"Kinneret Kvuza 09/1977-08/2023","22/11/1994","1.4"
"Kinneret Kvuza 09/1977-08/2023","23/11/1994","18"
"Kinneret Kvuza 09/1977-08/2023","24/11/1994","4.6"
"Kinneret Kvuza 09/1977-08/2023","25/11/1994","0.4"
"Kinneret Kvuza 09/1977-08/2023","26/11/1994","24.4"
"Kinneret Kvuza 09/1977-08/2023","27/11/1994","16"
"Kinneret Kvuza 09/1977-08/2023","28/11/1994","0.7"
"Kinneret Kvuza 09/1977-08/2023","29/11/1994","3"
"Kinneret Kvuza 09/1977-08/2023","01/12/1994","15.8"
"Kinneret Kvuza 09/1977-08/2023","02/12/1994","11"
"Kinneret Kvuza 09/1977-08/2023","03/12/1994","3.4"
"Kinneret Kvuza 09/1977-08/2023","04/12/1994","1.1"
"Kinneret Kvuza 09/1977-08/2023","12/12/1994","2.2"
"Kinneret Kvuza 09/1977-08/2023","16/12/1994","6.2"
"Kinneret Kvuza 09/1977-08/2023","17/12/1994","3.7"
"Kinneret Kvuza 09/1977-08/2023","18/12/1994","37.8"
"Kinneret Kvuza 09/1977-08/2023","19/12/1994","3.8"
"Kinneret Kvuza 09/1977-08/2023","20/12/1994","0.8"
"Kinneret Kvuza 09/1977-08/2023","29/12/1994","1.4"
"Kinneret Kvuza 09/1977-08/2023","30/12/1994","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/01/1995","9.6"
"Kinneret Kvuza 09/1977-08/2023","17/01/1995","16.6"
"Kinneret Kvuza 09/1977-08/2023","18/01/1995","2.1"
"Kinneret Kvuza 09/1977-08/2023","19/01/1995","0.2"
"Kinneret Kvuza 09/1977-08/2023","21/01/1995","0.3"
"Kinneret Kvuza 09/1977-08/2023","22/01/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/01/1995","0"
"Kinneret Kvuza 09/1977-08/2023","29/01/1995","0"
"Kinneret Kvuza 09/1977-08/2023","04/02/1995","0.4"
"Kinneret Kvuza 09/1977-08/2023","05/02/1995","15.1"
"Kinneret Kvuza 09/1977-08/2023","06/02/1995","14.9"
"Kinneret Kvuza 09/1977-08/2023","07/02/1995","76.6"
"Kinneret Kvuza 09/1977-08/2023","08/02/1995","2.9"
"Kinneret Kvuza 09/1977-08/2023","09/02/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/02/1995","0"
"Kinneret Kvuza 09/1977-08/2023","14/02/1995","1.2"
"Kinneret Kvuza 09/1977-08/2023","15/02/1995","3.9"
"Kinneret Kvuza 09/1977-08/2023","22/02/1995","0"
"Kinneret Kvuza 09/1977-08/2023","11/03/1995","0"
"Kinneret Kvuza 09/1977-08/2023","15/03/1995","4.5"
"Kinneret Kvuza 09/1977-08/2023","16/03/1995","1"
"Kinneret Kvuza 09/1977-08/2023","24/03/1995","3.3"
"Kinneret Kvuza 09/1977-08/2023","25/03/1995","8.1"
"Kinneret Kvuza 09/1977-08/2023","26/03/1995","0.5"
"Kinneret Kvuza 09/1977-08/2023","02/04/1995","6.9"
"Kinneret Kvuza 09/1977-08/2023","03/04/1995","10"
"Kinneret Kvuza 09/1977-08/2023","04/04/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/04/1995","0"
"Kinneret Kvuza 09/1977-08/2023","17/04/1995","0"
"Kinneret Kvuza 09/1977-08/2023","18/04/1995","1.1"
"Kinneret Kvuza 09/1977-08/2023","19/04/1995","0"
"Kinneret Kvuza 09/1977-08/2023","22/04/1995","0"
"Kinneret Kvuza 09/1977-08/2023","01/05/1995","2.7"
"Kinneret Kvuza 09/1977-08/2023","30/05/1995","0"
"Kinneret Kvuza 09/1977-08/2023","09/07/1995","0"
"Kinneret Kvuza 09/1977-08/2023","10/07/1995","0"
"Kinneret Kvuza 09/1977-08/2023","02/10/1995","0"
"Kinneret Kvuza 09/1977-08/2023","26/10/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","27/10/1995","0"
"Kinneret Kvuza 09/1977-08/2023","28/10/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","01/11/1995","1.5"
"Kinneret Kvuza 09/1977-08/2023","02/11/1995","0.2"
"Kinneret Kvuza 09/1977-08/2023","07/11/1995","25"
"Kinneret Kvuza 09/1977-08/2023","08/11/1995","2.4"
"Kinneret Kvuza 09/1977-08/2023","09/11/1995","4.5"
"Kinneret Kvuza 09/1977-08/2023","21/11/1995","0"
"Kinneret Kvuza 09/1977-08/2023","22/11/1995","2"
"Kinneret Kvuza 09/1977-08/2023","23/11/1995","6.8"
"Kinneret Kvuza 09/1977-08/2023","24/11/1995","5.3"
"Kinneret Kvuza 09/1977-08/2023","04/12/1995","10.4"
"Kinneret Kvuza 09/1977-08/2023","05/12/1995","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/12/1995","1.5"
"Kinneret Kvuza 09/1977-08/2023","10/12/1995","5.6"
"Kinneret Kvuza 09/1977-08/2023","11/12/1995","2"
"Kinneret Kvuza 09/1977-08/2023","12/12/1995","16.5"
"Kinneret Kvuza 09/1977-08/2023","13/12/1995","1.4"
"Kinneret Kvuza 09/1977-08/2023","16/12/1995","1.2"
"Kinneret Kvuza 09/1977-08/2023","01/01/1996","0"
"Kinneret Kvuza 09/1977-08/2023","02/01/1996","2.2"
"Kinneret Kvuza 09/1977-08/2023","03/01/1996","15"
"Kinneret Kvuza 09/1977-08/2023","04/01/1996","6.6"
"Kinneret Kvuza 09/1977-08/2023","05/01/1996","11.7"
"Kinneret Kvuza 09/1977-08/2023","06/01/1996","15.7"
"Kinneret Kvuza 09/1977-08/2023","07/01/1996","2.1"
"Kinneret Kvuza 09/1977-08/2023","08/01/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","10/01/1996","0.6"
"Kinneret Kvuza 09/1977-08/2023","16/01/1996","2"
"Kinneret Kvuza 09/1977-08/2023","17/01/1996","16.8"
"Kinneret Kvuza 09/1977-08/2023","18/01/1996","18.4"
"Kinneret Kvuza 09/1977-08/2023","19/01/1996","6"
"Kinneret Kvuza 09/1977-08/2023","21/01/1996","0.8"
"Kinneret Kvuza 09/1977-08/2023","22/01/1996","0.5"
"Kinneret Kvuza 09/1977-08/2023","23/01/1996","11.1"
"Kinneret Kvuza 09/1977-08/2023","28/01/1996","6.6"
"Kinneret Kvuza 09/1977-08/2023","29/01/1996","0.2"
"Kinneret Kvuza 09/1977-08/2023","01/02/1996","11"
"Kinneret Kvuza 09/1977-08/2023","02/02/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/02/1996","0"
"Kinneret Kvuza 09/1977-08/2023","08/02/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/02/1996","1.1"
"Kinneret Kvuza 09/1977-08/2023","10/02/1996","15.6"
"Kinneret Kvuza 09/1977-08/2023","11/02/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/02/1996","3.3"
"Kinneret Kvuza 09/1977-08/2023","15/02/1996","0"
"Kinneret Kvuza 09/1977-08/2023","16/02/1996","0"
"Kinneret Kvuza 09/1977-08/2023","17/02/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","18/02/1996","3"
"Kinneret Kvuza 09/1977-08/2023","19/02/1996","3.4"
"Kinneret Kvuza 09/1977-08/2023","26/02/1996","5.7"
"Kinneret Kvuza 09/1977-08/2023","28/02/1996","0"
"Kinneret Kvuza 09/1977-08/2023","29/02/1996","0.2"
"Kinneret Kvuza 09/1977-08/2023","01/03/1996","4.8"
"Kinneret Kvuza 09/1977-08/2023","02/03/1996","6.5"
"Kinneret Kvuza 09/1977-08/2023","03/03/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","06/03/1996","18.8"
"Kinneret Kvuza 09/1977-08/2023","07/03/1996","7.1"
"Kinneret Kvuza 09/1977-08/2023","08/03/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/03/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/03/1996","0.8"
"Kinneret Kvuza 09/1977-08/2023","17/03/1996","0.3"
"Kinneret Kvuza 09/1977-08/2023","18/03/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","19/03/1996","0"
"Kinneret Kvuza 09/1977-08/2023","20/03/1996","0"
"Kinneret Kvuza 09/1977-08/2023","21/03/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","22/03/1996","0.8"
"Kinneret Kvuza 09/1977-08/2023","23/03/1996","24.2"
"Kinneret Kvuza 09/1977-08/2023","24/03/1996","7.2"
"Kinneret Kvuza 09/1977-08/2023","25/03/1996","23.1"
"Kinneret Kvuza 09/1977-08/2023","26/03/1996","13.4"
"Kinneret Kvuza 09/1977-08/2023","27/03/1996","2.3"
"Kinneret Kvuza 09/1977-08/2023","12/04/1996","8"
"Kinneret Kvuza 09/1977-08/2023","13/04/1996","5.4"
"Kinneret Kvuza 09/1977-08/2023","14/04/1996","0"
"Kinneret Kvuza 09/1977-08/2023","17/04/1996","0"
"Kinneret Kvuza 09/1977-08/2023","19/04/1996","0"
"Kinneret Kvuza 09/1977-08/2023","20/04/1996","0.4"
"Kinneret Kvuza 09/1977-08/2023","21/04/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","22/04/1996","0.2"
"Kinneret Kvuza 09/1977-08/2023","23/04/1996","2.4"
"Kinneret Kvuza 09/1977-08/2023","24/04/1996","0"
"Kinneret Kvuza 09/1977-08/2023","07/09/1996","0"
"Kinneret Kvuza 09/1977-08/2023","11/10/1996","0"
"Kinneret Kvuza 09/1977-08/2023","12/10/1996","0.5"
"Kinneret Kvuza 09/1977-08/2023","13/10/1996","1.5"
"Kinneret Kvuza 09/1977-08/2023","21/10/1996","0.5"
"Kinneret Kvuza 09/1977-08/2023","22/10/1996",""
"Kinneret Kvuza 09/1977-08/2023","23/10/1996","0.3"
"Kinneret Kvuza 09/1977-08/2023","25/10/1996","8.4"
"Kinneret Kvuza 09/1977-08/2023","26/10/1996","0.8"
"Kinneret Kvuza 09/1977-08/2023","27/10/1996","0.4"
"Kinneret Kvuza 09/1977-08/2023","28/10/1996","3.5"
"Kinneret Kvuza 09/1977-08/2023","29/10/1996","25.2"
"Kinneret Kvuza 09/1977-08/2023","02/11/1996","0"
"Kinneret Kvuza 09/1977-08/2023","05/11/1996","4"
"Kinneret Kvuza 09/1977-08/2023","06/11/1996","0.3"
"Kinneret Kvuza 09/1977-08/2023","15/11/1996","0.2"
"Kinneret Kvuza 09/1977-08/2023","17/11/1996","7.1"
"Kinneret Kvuza 09/1977-08/2023","18/11/1996","3"
"Kinneret Kvuza 09/1977-08/2023","20/11/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/11/1996","0"
"Kinneret Kvuza 09/1977-08/2023","30/11/1996","0"
"Kinneret Kvuza 09/1977-08/2023","03/12/1996","0.2"
"Kinneret Kvuza 09/1977-08/2023","05/12/1996","25.5"
"Kinneret Kvuza 09/1977-08/2023","06/12/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","08/12/1996","0"
"Kinneret Kvuza 09/1977-08/2023","10/12/1996","0.5"
"Kinneret Kvuza 09/1977-08/2023","12/12/1996","7.2"
"Kinneret Kvuza 09/1977-08/2023","13/12/1996","13.1"
"Kinneret Kvuza 09/1977-08/2023","14/12/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","16/12/1996","0.1"
"Kinneret Kvuza 09/1977-08/2023","21/12/1996","8.5"
"Kinneret Kvuza 09/1977-08/2023","22/12/1996","3.1"
"Kinneret Kvuza 09/1977-08/2023","28/12/1996","2.8"
"Kinneret Kvuza 09/1977-08/2023","29/12/1996","1.4"
"Kinneret Kvuza 09/1977-08/2023","08/01/1997","0.5"
"Kinneret Kvuza 09/1977-08/2023","09/01/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/01/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","14/01/1997","0"
"Kinneret Kvuza 09/1977-08/2023","15/01/1997","30.5"
"Kinneret Kvuza 09/1977-08/2023","16/01/1997","8.8"
"Kinneret Kvuza 09/1977-08/2023","17/01/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","21/01/1997","0"
"Kinneret Kvuza 09/1977-08/2023","22/01/1997","17.3"
"Kinneret Kvuza 09/1977-08/2023","26/01/1997","5"
"Kinneret Kvuza 09/1977-08/2023","27/01/1997","0"
"Kinneret Kvuza 09/1977-08/2023","30/01/1997","8.6"
"Kinneret Kvuza 09/1977-08/2023","02/02/1997","16"
"Kinneret Kvuza 09/1977-08/2023","03/02/1997","19.7"
"Kinneret Kvuza 09/1977-08/2023","04/02/1997","2.1"
"Kinneret Kvuza 09/1977-08/2023","05/02/1997","0"
"Kinneret Kvuza 09/1977-08/2023","20/02/1997","3.5"
"Kinneret Kvuza 09/1977-08/2023","21/02/1997","55.1"
"Kinneret Kvuza 09/1977-08/2023","22/02/1997","35.4"
"Kinneret Kvuza 09/1977-08/2023","23/02/1997","5.4"
"Kinneret Kvuza 09/1977-08/2023","24/02/1997","5.5"
"Kinneret Kvuza 09/1977-08/2023","25/02/1997","0.2"
"Kinneret Kvuza 09/1977-08/2023","02/03/1997","3.7"
"Kinneret Kvuza 09/1977-08/2023","03/03/1997","3.3"
"Kinneret Kvuza 09/1977-08/2023","04/03/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","05/03/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","06/03/1997","3"
"Kinneret Kvuza 09/1977-08/2023","13/03/1997","4.6"
"Kinneret Kvuza 09/1977-08/2023","14/03/1997","7.7"
"Kinneret Kvuza 09/1977-08/2023","15/03/1997","7.8"
"Kinneret Kvuza 09/1977-08/2023","16/03/1997","3.8"
"Kinneret Kvuza 09/1977-08/2023","17/03/1997","15.1"
"Kinneret Kvuza 09/1977-08/2023","18/03/1997","13.1"
"Kinneret Kvuza 09/1977-08/2023","21/03/1997","2.2"
"Kinneret Kvuza 09/1977-08/2023","22/03/1997","2.3"
"Kinneret Kvuza 09/1977-08/2023","23/03/1997","0.9"
"Kinneret Kvuza 09/1977-08/2023","24/03/1997","4.5"
"Kinneret Kvuza 09/1977-08/2023","01/04/1997","0.3"
"Kinneret Kvuza 09/1977-08/2023","04/04/1997","2.4"
"Kinneret Kvuza 09/1977-08/2023","05/04/1997","1"
"Kinneret Kvuza 09/1977-08/2023","06/04/1997","0"
"Kinneret Kvuza 09/1977-08/2023","07/04/1997","0"
"Kinneret Kvuza 09/1977-08/2023","08/04/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","09/04/1997","3.5"
"Kinneret Kvuza 09/1977-08/2023","10/04/1997","0.6"
"Kinneret Kvuza 09/1977-08/2023","13/04/1997","0"
"Kinneret Kvuza 09/1977-08/2023","14/04/1997","0"
"Kinneret Kvuza 09/1977-08/2023","02/05/1997","0"
"Kinneret Kvuza 09/1977-08/2023","03/05/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","04/05/1997","2.6"
"Kinneret Kvuza 09/1977-08/2023","27/09/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","28/09/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","16/10/1997","0"
"Kinneret Kvuza 09/1977-08/2023","17/10/1997","2"
"Kinneret Kvuza 09/1977-08/2023","18/10/1997","1.8"
"Kinneret Kvuza 09/1977-08/2023","19/10/1997","0.2"
"Kinneret Kvuza 09/1977-08/2023","21/10/1997","1.1"
"Kinneret Kvuza 09/1977-08/2023","22/10/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","27/10/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","28/10/1997","0"
"Kinneret Kvuza 09/1977-08/2023","29/10/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","02/11/1997","0"
"Kinneret Kvuza 09/1977-08/2023","03/11/1997","13.5"
"Kinneret Kvuza 09/1977-08/2023","04/11/1997","7.5"
"Kinneret Kvuza 09/1977-08/2023","05/11/1997","1.9"
"Kinneret Kvuza 09/1977-08/2023","07/11/1997","12.5"
"Kinneret Kvuza 09/1977-08/2023","09/11/1997","1.5"
"Kinneret Kvuza 09/1977-08/2023","10/11/1997","0.1"
"Kinneret Kvuza 09/1977-08/2023","17/11/1997","0"
"Kinneret Kvuza 09/1977-08/2023","25/11/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","29/11/1997","2.8"
"Kinneret Kvuza 09/1977-08/2023","30/11/1997","0.5"
"Kinneret Kvuza 09/1977-08/2023","03/12/1997","0.2"
"Kinneret Kvuza 09/1977-08/2023","08/12/1997","3"
"Kinneret Kvuza 09/1977-08/2023","09/12/1997","48.7"
"Kinneret Kvuza 09/1977-08/2023","10/12/1997","5.7"
"Kinneret Kvuza 09/1977-08/2023","15/12/1997","4.2"
"Kinneret Kvuza 09/1977-08/2023","16/12/1997","2.7"
"Kinneret Kvuza 09/1977-08/2023","17/12/1997","0.2"
"Kinneret Kvuza 09/1977-08/2023","18/12/1997","8.5"
"Kinneret Kvuza 09/1977-08/2023","19/12/1997","14.7"
"Kinneret Kvuza 09/1977-08/2023","23/12/1997","0.4"
"Kinneret Kvuza 09/1977-08/2023","28/12/1997","6"
"Kinneret Kvuza 09/1977-08/2023","30/12/1997","4.6"
"Kinneret Kvuza 09/1977-08/2023","04/01/1998","1.1"
"Kinneret Kvuza 09/1977-08/2023","05/01/1998","1"
"Kinneret Kvuza 09/1977-08/2023","06/01/1998","15.4"
"Kinneret Kvuza 09/1977-08/2023","07/01/1998","2"
"Kinneret Kvuza 09/1977-08/2023","10/01/1998","2.4"
"Kinneret Kvuza 09/1977-08/2023","11/01/1998","28.8"
"Kinneret Kvuza 09/1977-08/2023","12/01/1998","0.1"
"Kinneret Kvuza 09/1977-08/2023","13/01/1998","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/01/1998","0"
"Kinneret Kvuza 09/1977-08/2023","17/01/1998","0.3"
"Kinneret Kvuza 09/1977-08/2023","18/01/1998","0"
"Kinneret Kvuza 09/1977-08/2023","19/01/1998","13.8"
"Kinneret Kvuza 09/1977-08/2023","20/01/1998","3.6"
"Kinneret Kvuza 09/1977-08/2023","23/01/1998","0.5"
"Kinneret Kvuza 09/1977-08/2023","24/01/1998","23.4"
"Kinneret Kvuza 09/1977-08/2023","25/01/1998","17"
"Kinneret Kvuza 09/1977-08/2023","26/01/1998","3.6"
"Kinneret Kvuza 09/1977-08/2023","28/01/1998","3.6"
"Kinneret Kvuza 09/1977-08/2023","29/01/1998","4.4"
"Kinneret Kvuza 09/1977-08/2023","30/01/1998","13.7"
